timestamp,value,label,anomaly_type,usl,lsl,nominal
2026-01-01 08:00:00,3.1978,normal,,3.23,3.17,3.2
2026-01-01 08:01:00,3.2121,normal,,3.23,3.17,3.2
2026-01-01 08:02:00,3.2145,normal,,3.23,3.17,3.2
2026-01-01 08:03:00,3.1975,normal,,3.23,3.17,3.2
2026-01-01 08:04:00,3.1963,normal,,3.23,3.17,3.2
2026-01-01 08:05:00,3.1974,normal,,3.23,3.17,3.2
2026-01-01 08:06:00,3.1939,normal,,3.23,3.17,3.2
2026-01-01 08:07:00,3.194,normal,,3.23,3.17,3.2
2026-01-01 08:08:00,3.1972,normal,,3.23,3.17,3.2
2026-01-01 08:09:00,3.1994,normal,,3.23,3.17,3.2
2026-01-01 08:10:00,3.2033,normal,,3.23,3.17,3.2
2026-01-01 08:11:00,3.1926,normal,,3.23,3.17,3.2
2026-01-01 08:12:00,3.2001,normal,,3.23,3.17,3.2
2026-01-01 08:13:00,3.1977,normal,,3.23,3.17,3.2
2026-01-01 08:14:00,3.2082,normal,,3.23,3.17,3.2
2026-01-01 08:15:00,3.1811,normal,,3.23,3.17,3.2
2026-01-01 08:16:00,3.2003,normal,,3.23,3.17,3.2
2026-01-01 08:17:00,3.2034,normal,,3.23,3.17,3.2
2026-01-01 08:18:00,3.2009,normal,,3.23,3.17,3.2
2026-01-01 08:19:00,3.1987,normal,,3.23,3.17,3.2
2026-01-01 08:20:00,3.1996,normal,,3.23,3.17,3.2
2026-01-01 08:21:00,3.1879,normal,,3.23,3.17,3.2
2026-01-01 08:22:00,3.1983,normal,,3.23,3.17,3.2
2026-01-01 08:23:00,3.1948,normal,,3.23,3.17,3.2
2026-01-01 08:24:00,3.195,normal,,3.23,3.17,3.2
2026-01-01 08:25:00,3.193,normal,,3.23,3.17,3.2
2026-01-01 08:26:00,3.2077,normal,,3.23,3.17,3.2
2026-01-01 08:27:00,3.1991,normal,,3.23,3.17,3.2
2026-01-01 08:28:00,3.1967,normal,,3.23,3.17,3.2
2026-01-01 08:29:00,3.2003,normal,,3.23,3.17,3.2
2026-01-01 08:30:00,3.1912,normal,,3.23,3.17,3.2
2026-01-01 08:31:00,3.195,normal,,3.23,3.17,3.2
2026-01-01 08:32:00,3.1989,normal,,3.23,3.17,3.2
2026-01-01 08:33:00,3.1974,normal,,3.23,3.17,3.2
2026-01-01 08:34:00,3.1995,normal,,3.23,3.17,3.2
2026-01-01 08:35:00,3.2052,normal,,3.23,3.17,3.2
2026-01-01 08:36:00,3.1987,normal,,3.23,3.17,3.2
2026-01-01 08:37:00,3.1971,normal,,3.23,3.17,3.2
2026-01-01 08:38:00,3.212,normal,,3.23,3.17,3.2
2026-01-01 08:39:00,3.2113,normal,,3.23,3.17,3.2
2026-01-01 08:40:00,3.1951,normal,,3.23,3.17,3.2
2026-01-01 08:41:00,3.1946,normal,,3.23,3.17,3.2
2026-01-01 08:42:00,3.2128,normal,,3.23,3.17,3.2
2026-01-01 08:43:00,3.1933,normal,,3.23,3.17,3.2
2026-01-01 08:44:00,3.1985,normal,,3.23,3.17,3.2
2026-01-01 08:45:00,3.2198,anomaly,nelson_rule1_ucl_breach,3.23,3.17,3.2
2026-01-01 08:46:00,3.2058,normal,,3.23,3.17,3.2
2026-01-01 08:47:00,3.1915,normal,,3.23,3.17,3.2
2026-01-01 08:48:00,3.1918,normal,,3.23,3.17,3.2
2026-01-01 08:49:00,3.2067,normal,,3.23,3.17,3.2
2026-01-01 08:50:00,3.2038,anomaly,gradual_drift,3.23,3.17,3.2
2026-01-01 08:51:00,3.2107,anomaly,gradual_drift,3.23,3.17,3.2
2026-01-01 08:52:00,3.2095,anomaly,gradual_drift,3.23,3.17,3.2
2026-01-01 08:53:00,3.2075,anomaly,gradual_drift,3.23,3.17,3.2
2026-01-01 08:54:00,3.2056,anomaly,gradual_drift,3.23,3.17,3.2
2026-01-01 08:55:00,3.2,anomaly,gradual_drift,3.23,3.17,3.2
2026-01-01 08:56:00,3.2064,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 08:57:00,3.2478,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 08:58:00,3.1968,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 08:59:00,3.1743,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:00:00,3.1851,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:01:00,3.2065,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:02:00,3.1884,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:03:00,3.2018,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:04:00,3.1868,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:05:00,3.184,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:06:00,3.1966,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:07:00,3.2107,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:08:00,3.1915,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:09:00,3.1911,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:10:00,3.1629,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:11:00,3.208,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:12:00,3.1698,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:13:00,3.2408,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:14:00,3.186,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:15:00,3.209,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:16:00,3.2063,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:17:00,3.222,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:18:00,3.1883,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:19:00,3.201,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:20:00,3.169,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:21:00,3.2086,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:22:00,3.1571,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:23:00,3.2136,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:24:00,3.1993,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:25:00,3.2013,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:26:00,3.1887,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:27:00,3.2122,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:28:00,3.195,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:29:00,3.2117,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:30:00,3.1981,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:31:00,3.1694,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:32:00,3.2165,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:33:00,3.2265,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:34:00,3.1933,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:35:00,3.2013,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:36:00,3.2123,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:37:00,3.1781,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:38:00,3.2093,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:39:00,3.187,anomaly,variance_increase,3.23,3.17,3.2
2026-01-01 09:40:00,3.2022,normal,,3.23,3.17,3.2
2026-01-01 09:41:00,3.1992,normal,,3.23,3.17,3.2
2026-01-01 09:42:00,3.211,normal,,3.23,3.17,3.2
